timestamp,simulation_time,engine_id,operating_mode,throttle,rpm,crank_angle,mean_torque,instant_torque,load_torque,friction_torque,net_torque,cylinder_1_torque,cylinder_2_torque,cylinder_3_torque,cylinder_4_torque,cht,egt,oil_temperature,oil_pressure,oil_pressure_psi,fuel_flow,fuel_flow_lph,fuel_pressure,vibration,gt_degradation_type,gt_target_component,gt_active_severity,gt_current_health,gt_is_degraded
0.0,0.0,AEROTWIN-4-001,IDLE,0.15,911.6430503221613,54.0,22.48604081632653,38.74303548511851,12.311344529918863,2.0465433835473923,24.385147571652258,-0.20428280949283495,-0.20428280949283495,-1.2395119840377247,40.39111308814191,25.07229836145782,617.1107142857143,24.999579506279403,257.137507094033,37.294709753904364,0.0009648312881527473,4.824156440763737,322.42705098312484,0.34441577405079843,LUBRICATION,LUBRICATION_SYSTEM,0.6,0.4,True
0.01,0.01,AEROTWIN-4-001,IDLE,0.15,919.6343148779898,108.69858301932967,22.551497104396603,31.440225324983338,12.631941839201547,2.0714181381263987,16.736865347655396,-0.2048774715116025,-0.2048774715116025,-1.455477533425962,33.3054578014325,25.144991425342333,614.2986505929952,24.999162206747283,257.5567118459511,37.355510372713056,0.0009674496917458817,4.837248458729409,322.42705098312484,0.215729393466807,LUBRICATION,LUBRICATION_SYSTEM,0.6,0.4,True
0.02,0.02,AEROTWIN-4-001,IDLE,0.15,913.664829439098,163.87664191200906,22.596146686354196,2.4403788747700497,12.85437016974882,2.0884697720436876,-12.502461067022459,-0.20528310726222143,-0.20528310726222143,-0.42756311654178275,3.278508205836275,25.217722306302715,611.5603133202609,24.99874719329963,257.84381518616595,37.397151266971136,0.0009692519581415268,4.846259790707634,322.42705098312484,0.41308178086314423,LUBRICATION,LUBRICATION_SYSTEM,0.6,0.4,True
0.03,0.03,AEROTWIN-4-001,IDLE,0.15,920.085863553085,218.69653167835494,22.562814669016873,28.211948680988364,12.688032467042163,2.075733813312378,13.448182400633822,-0.9611455284874802,-0.2049802901409971,29.583054789757842,-0.2049802901409971,25.28917610964117,608.8878761284426,24.998330738363798,257.6293959988607,37.36605233688275,0.0009679052718367435,4.839526359183718,322.42705098312484,0.15908168301220282,LUBRICATION,LUBRICATION_SYSTEM,0.6,0.4,True
0.04,0.04,AEROTWIN-4-001,IDLE,0.15,931.8312276869799,273.90168349154004,22.598662901504678,39.55586237142211,12.866996490287626,2.0894327632802403,24.599433117854243,-1.5362259374966185,-0.20530596675555896,41.502700242429846,-0.20530596675555896,25.36052360569839,606.2850017381828,24.997916156848557,257.86002311236143,37.39950203217068,0.0009693539188320131,4.846769594160066,322.42705098312484,0.35711700700490473,LUBRICATION,LUBRICATION_SYSTEM,0.6,0.4,True
0.05,0.05,AEROTWIN-4-001,IDLE,0.15,928.1328183878774,329.81155715275884,22.66386030639291,7.566132503126052,13.197600785388811,2.1144620404229,-7.74593032268566,-0.7765128241829523,-0.20589827685367723,8.754441881016358,-0.20589827685367723,25.432253830674945,603.7522329351655,24.997504934508417,258.2810560843446,37.46056781236117,0.000972010632860281,4.860053164301405,322.42705098312484,0.3248425970089164,LUBRICATION,LUBRICATION_SYSTEM,0.6,0.4,True
0.06,0.06,AEROTWIN-4-001,IDLE,0.15,928.8175010236896,385.49952625603146,22.643383262759873,16.633627685550827,13.093046945430189,2.106584780981541,1.4339959591390978,17.709251195828756,-0.6641990192238074,-0.2057122455270585,-0.2057122455270585,25.50292659070719,601.2811983196668,24.997092849668167,258.1485952877026,37.44135596333781,0.0009711731313414052,4.855865656707026,322.42705098312484,0.16571885152240676,LUBRICATION,LUBRICATION_SYSTEM,0.6,0.4,True
0.07,0.07,AEROTWIN-4-001,IDLE,0.15,942.4399681563094,441.22857631745285,22.64717779478106,43.751243338951284,13.11237152548428,2.1080433683959576,28.530828445071048,45.687789925959294,-1.525053150276134,-0.20574671836593358,-0.20574671836593358,25.57295838309482,598.872233004971,24.99668110771797,258.17312556686716,37.44491378596728,0.0009713281115915279,4.85664055795764,322.42705098312484,0.4298848443724632,LUBRICATION,LUBRICATION_SYSTEM,0.6,0.4,True
0.08,0.08,AEROTWIN-4-001,IDLE,0.15,941.4611453597475,497.7749744068314,22.722330264456044,13.586811776886893,13.499816276714762,2.1370371714021417,-2.0500416712300105,15.040143504247688,-1.0404727894479107,-0.2064294689564414,-0.2064294689564414,25.64353570748859,596.5293300233423,24.996273314380872,258.6604331969049,37.51559191001269,0.000974417763111587,4.872088815557936,322.42705098312484,0.22074740733138015,LUBRICATION,LUBRICATION_SYSTEM,0.6,0.4,True
0.09,0.09,AEROTWIN-4-001,IDLE,0.15,937.3870468191112,554.2626431284162,22.716952113735154,7.073972388991755,13.471788887508115,2.1349555316596756,-8.532772030176035,-0.20638060914389755,7.868074143934266,-0.20638060914389755,-0.3813405366547163,25.713312912887083,594.24458012077,24.99586540028177,258.6254656077431,37.51052028081584,0.0009741953718811864,4.870976859405932,322.42705098312484,0.33460539932450445,LUBRICATION,LUBRICATION_SYSTEM,0.6,0.4,True
