timestamp,simulation_time,engine_id,operating_mode,throttle,rpm,crank_angle,mean_torque,instant_torque,load_torque,friction_torque,net_torque,cylinder_1_torque,cylinder_2_torque,cylinder_3_torque,cylinder_4_torque,cht,egt,oil_temperature,oil_pressure,oil_pressure_psi,fuel_flow,fuel_flow_lph,fuel_pressure,vibration,gt_degradation_type,gt_target_component,gt_active_severity,gt_current_health,gt_is_degraded
0.0,0.0,AEROTWIN-4-001,IDLE,0.15,911.720202809392,54.0,22.48604081632653,38.74303548511851,12.311344529918863,1.8849555921538759,24.546735363045773,-0.20428280949283495,-0.20428280949283495,-1.2395119840377247,40.39111308814191,25.08202058368004,617.1107142857143,24.999579506279403,367.3392958486187,53.278156791291956,0.0009648312881527473,4.824156440763737,322.42705098312484,0.34441577405079843,COOLING,COOLING_SYSTEM,0.4,0.6,True
0.01,0.01,AEROTWIN-4-001,IDLE,0.15,919.7866852581626,108.70321216856351,22.551929255025392,31.43798367767902,12.634080015916153,1.9095023275169214,16.894401334245945,-0.20488139754488222,-0.20488139754488222,-1.4554656189592086,33.30321209172799,25.164606444816652,614.2986836583468,24.99916222714526,367.94212302093996,53.36558963871109,0.0009674670721207087,4.837335360603544,322.42705098312484,0.21568432457861159,COOLING,COOLING_SYSTEM,0.4,0.6,True
0.02,0.02,AEROTWIN-4-001,IDLE,0.15,913.8907111511512,163.89041328405327,22.59699583723367,2.43652753204661,12.858630096757178,1.9263967288511674,-12.348499293561733,-0.20529082168953028,-0.20529082168953028,-0.4272236568854199,3.2743328323110905,25.247370352945882,611.5604108605702,24.998747254674214,368.356120799028,53.42563504844943,0.0009692863622438738,4.846431811219369,322.42705098312484,0.4131674714188739,COOLING,COOLING_SYSTEM,0.4,0.6,True
0.03,0.03,AEROTWIN-4-001,IDLE,0.15,920.3975271279221,218.72385595312232,22.564078219973208,28.23619860935717,12.694306865876573,1.9140482295576056,13.627843513922992,-0.9617714856926602,-0.20499176934008806,29.607953633730006,-0.20499176934008806,25.328878274031737,608.8880680366922,24.998330859761708,368.0535922584802,53.38175691398545,0.0009679561876554297,4.839780938277149,322.42705098312484,0.1594889994500768,COOLING,COOLING_SYSTEM,0.4,0.6,True
0.04,0.04,AEROTWIN-4-001,IDLE,0.15,932.2075952274379,273.94770758079767,22.600399199856536,39.53833978255651,12.875714922929404,1.9276760730715286,24.73494878655558,-1.5362593039547827,-0.2053217408043714,41.48524256812004,-0.2053217408043714,25.41040489081299,606.2853224188297,24.99791636220934,368.38744151859504,53.43017774297399,0.0009694243008088881,4.84712150404444,322.42705098312484,0.35678700029451316,COOLING,COOLING_SYSTEM,0.4,0.6,True
0.05,0.05,AEROTWIN-4-001,IDLE,0.15,928.5674518115385,329.88016329444395,22.66594144258035,7.536776465605339,13.208263986015696,1.9524110218580841,-7.623898542268441,-0.774985129478504,-0.20591718371019238,8.723595962504227,-0.20591718371019238,25.492482391927545,603.7527068991707,24.99750524371725,368.9921857399031,53.517888635344065,0.0009720959095849927,4.860479547924964,322.42705098312484,0.32540133812481437,COOLING,COOLING_SYSTEM,0.4,0.6,True
0.06,0.06,AEROTWIN-4-001,IDLE,0.15,929.3651596357652,385.59421040313623,22.645792206062744,16.720814932643915,13.105312449126995,1.9447871233158156,1.6707153602011044,17.798853472846705,-0.6665702792640708,-0.20573413046935846,-0.20573413046935846,25.57353664936576,601.2818467060392,24.99709327796713,368.8059534524486,53.49087787683624,0.0009712715086430308,4.856357543215154,322.42705098312484,0.16424511264275327,COOLING,COOLING_SYSTEM,0.4,0.6,True
0.07,0.07,AEROTWIN-4-001,IDLE,0.15,943.0487893538547,441.3561199812821,22.650211745457526,43.733223881185474,13.127838977980572,1.9464578386760167,28.658927064528882,45.67055000785907,-1.525777563832779,-0.20577428142041312,-0.20577428142041312,25.654025050885714,598.8730998925179,24.996681686357924,368.8467772174007,53.49679887405736,0.0009714520974429565,4.857260487214782,322.42705098312484,0.4295288707419102,COOLING,COOLING_SYSTEM,0.4,0.6,True
0.08,0.08,AEROTWIN-4-001,IDLE,0.15,942.096555814682,497.9390473425134,22.725673733683106,13.498027320704526,13.517263815742046,1.9751167657405455,-1.9943532607780652,14.948285092385934,-1.0373380837865473,-0.20645984394742964,-0.20645984394742964,25.73524047516584,596.5304361620708,24.996274064680602,369.5459701972491,53.59820842546862,0.0009745561191272386,4.872780595636193,322.42705098312484,0.22237370225694275,COOLING,COOLING_SYSTEM,0.4,0.6,True
0.09,0.09,AEROTWIN-4-001,IDLE,0.15,938.166380237605,554.4648406913943,22.720443766992922,7.231761701597502,13.489979769292873,1.9731224124797675,-8.231340480175138,-0.2064123303678826,8.031277969094171,-0.2064123303678826,-0.38669160676090386,25.815705946485554,594.2459309247968,24.995866329440815,369.49737988367616,53.59116098356862,0.0009743397320705444,4.871698660352722,322.42705098312484,0.33191984537476127,COOLING,COOLING_SYSTEM,0.4,0.6,True
