timestamp,simulation_time,engine_id,operating_mode,throttle,rpm,crank_angle,mean_torque,instant_torque,load_torque,friction_torque,net_torque,cylinder_1_torque,cylinder_2_torque,cylinder_3_torque,cylinder_4_torque,cht,egt,oil_temperature,oil_pressure,oil_pressure_psi,fuel_flow,fuel_flow_lph,fuel_pressure,vibration,gt_degradation_type,gt_target_component,gt_active_severity,gt_current_health,gt_is_degraded
0.0,0.0,AEROTWIN-4-001,IDLE,0.15,911.540202809392,54.0,22.48604081632653,38.74303548511851,12.311344529918863,2.261946710584651,24.169744244614996,-0.20428280949283495,-0.20428280949283495,-1.2395119840377247,40.39111308814191,25.07229836145782,617.1107142857143,24.999579506279403,367.3392958486187,53.278156791291956,0.0009648312881527473,4.824156440763737,322.42705098312484,0.34441577405079843,BEARING,BEARING,0.2,0.8,True
0.01,0.01,AEROTWIN-4-001,IDLE,0.15,919.429435768084,108.69241216856352,22.55092099677699,31.443213115024186,12.629091841022525,2.290950403678189,16.523170870323472,-0.2048722376474436,-0.2048722376474436,-1.4554933966588302,33.3084509869779,25.144981706231295,614.2986065154897,24.999162179561083,367.93287650853836,53.364248543045385,0.0009674265235769298,4.83713261788465,322.42705098312484,0.2157894656367274,BEARING,BEARING,0.2,0.8,True
0.02,0.02,AEROTWIN-4-001,IDLE,0.15,913.359006867662,163.85817831464857,22.59500477845272,2.4455449815913823,12.848643331339014,2.310778208722577,-12.713876558470208,-0.2052727331747508,-0.2052727331747508,-0.42801809226929577,3.28410854021018,25.217693382323734,611.5601825393602,24.99874711103587,368.3378010189165,53.42297798418161,0.0009692057003130636,4.846028501565319,322.42705098312484,0.4129667769025038,BEARING,BEARING,0.2,0.8,True
0.03,0.03,AEROTWIN-4-001,IDLE,0.15,919.6635451884762,218.6597187267083,22.561103653265288,28.179255732066327,12.67953999325024,2.295521556852413,13.204194181963675,-0.9603015864456066,-0.20496474578137971,29.54948681007469,-0.20496474578137971,25.289118917238326,608.887617550248,24.998330574879006,368.02629080484286,53.377797165752796,0.0009678363418875766,4.8391817094378835,322.42705098312484,0.15853265740464614,BEARING,BEARING,0.2,0.8,True
0.04,0.04,AEROTWIN-4-001,IDLE,0.15,931.3198440809542,273.8395314380169,22.59630959144693,39.57944922991274,12.855187327604808,2.311366589870769,24.41289531243716,-1.5361787023412803,-0.20528458723418694,41.5261971067224,-0.20528458723418694,25.36042769536617,606.2845686308583,24.997915879675286,368.34980632795384,53.42471921019377,0.0009692585580131149,4.846292790065575,322.42705098312484,0.3575614461590533,BEARING,BEARING,0.2,0.8,True
0.05,0.05,AEROTWIN-4-001,IDLE,0.15,927.5393437321692,329.71872208287414,22.661031794122223,7.605919874870876,13.183119225716135,2.3406620642456937,-7.917861415090952,-0.7785773727967701,-0.20587258018088098,8.796242408029409,-0.20587258018088098,25.43211138190182,603.7515914911215,24.997504516355633,368.9467812000434,53.51130325169189,0.000971894778796376,4.85947389398188,322.42705098312484,0.3240851522846002,BEARING,BEARING,0.2,0.8,True
0.06,0.06,AEROTWIN-4-001,IDLE,0.15,928.068347884411,385.37108270680426,22.640092870610484,16.51541249792833,13.076308161779872,2.3311606305475845,1.1079437056008743,17.587756722029667,-0.6609795186322465,-0.20568235273454336,-0.20568235273454336,25.502730879529132,601.2803185654429,24.997092269067295,368.7533282988283,53.48324522980546,0.0009710388204645174,4.855194102322588,322.42705098312484,0.1677165502056655,BEARING,BEARING,0.2,0.8,True
0.07,0.07,AEROTWIN-4-001,IDLE,0.15,941.6051108529073,441.0551835798689,22.64302588010339,43.77504828133982,13.091228054869394,2.3324901629943056,28.351330063476123,45.71052087170737,-1.5240545928650204,-0.20570899875125986,-0.20570899875125986,25.572696020571197,598.8710541789716,24.99668032172517,368.7804075743387,53.48717275376694,0.000971158539759429,4.855792698797146,322.42705098312484,0.4303570555932077,BEARING,BEARING,0.2,0.8,True
0.08,0.08,AEROTWIN-4-001,IDLE,0.15,940.5860216588893,497.5514902310434,22.717743345369204,13.708045678094235,13.475909335876592,2.3665117590704767,-2.1343754168528335,15.165547061485649,-1.0447257886268986,-0.20638779738225768,-0.20638779738225768,25.64319959227615,596.5278228720057,24.996272293315595,369.47229872156396,53.58752326197819,0.0009742280774835783,4.871140387417891,322.42705098312484,0.21852628286854844,BEARING,BEARING,0.2,0.8,True
0.09,0.09,AEROTWIN-4-001,IDLE,0.15,936.3124043298288,553.9866515305768,22.712140877855834,6.86006275935367,13.446755454270502,2.3639505085702535,-8.950643203487086,-0.20633689968029795,7.646767327604089,-0.20633689968029795,-0.37403076888982334,25.71290064799228,594.2427355952022,24.995864133230068,369.4202806020173,53.57997865795539,0.000973996592061336,4.869982960306681,322.42705098312484,0.3382444535734625,BEARING,BEARING,0.2,0.8,True
0.1,0.1,AEROTWIN-4-001,IDLE,0.15,949.9903880550792,610.1653957903665,22.688606679835132,44.32515239296448,13.324840531460088,2.353209736726069,28.647102124778325,-0.20612309449644634,46.19161146403687,-0.20612309449644634,-1.454212882079491,25.781514983496436,592.0129439500349,24.99545493049486,369.202016275791,53.54832203660817,0.0009730265514176636,4.865132757088318,322.42705098312484,0.4393744183695829,BEARING,BEARING,0.2,0.8,True
0.11,0.11,AEROTWIN-4-001,IDLE,0.15,951.8089405061988,667.1648190736712,22.76370256181,19.91334570641319,13.716992100067559,2.387586259275803,3.808767347069827,-0.2068053309949245,21.562981690163042,-0.2068053309949245,-1.2360253217600048,25.85066989636647,589.844759089022,24.99504975276148,369.8998884879052,53.64954002650879,0.0009761352426517282,4.880676213258641,322.42705098312484,0.11093204175389774,BEARING,BEARING,0.2,0.8,True
0.12,0.12,AEROTWIN-4-001,IDLE,0.15,944.4718739291143,4.273355504043138,22.77363722247794,0.7949993082916564,13.769558833177978,2.3921567800922867,-15.36671630497861,-0.20689558611850017,-0.20689558611850017,-0.11562617450853044,1.3244166550371872,25.91928646879728,587.7315582291562,24.99464525262612,369.99252199376417,53.662975404931565,0.0009765494327887912,4.882747163943956,322.42705098312484,0.44571930952961747,BEARING,BEARING,0.2,0.8,True
0.13,0.13,AEROTWIN-4-001,IDLE,0.15,957.05543636113,60.941667939789994,22.7334838023226,42.28675863431721,13.558090385518025,2.3737167205263123,26.35495152827287,-0.20653079742372366,-0.20653079742372366,-1.3540040465652792,44.05382427572994,25.986554407487336,585.6680429336826,24.99423881036153,369.61856868423,53.608737964823355,0.0009748796084822736,4.874398042411368,322.42705098312484,0.4031050906290057,BEARING,BEARING,0.2,0.8,True
0.14,0.14,AEROTWIN-4-001,IDLE,0.15,961.4815023697537,118.3649941214578,22.802233207216712,25.597050068050475,13.921776434359655,2.4053426623602396,9.26993097133058,-0.2071553769883277,-0.2071553769883277,-1.3671307141728113,27.37849153619994,26.054255663188563,583.6615084759239,24.993836139537592,370.25957018578396,53.70170754060573,0.000977745504774463,4.888727523872316,322.42705098312484,0.11012507190053035,BEARING,BEARING,0.2,0.8,True
0.15,0.15,AEROTWIN-4-001,IDLE,0.15,953.6189419556808,176.05388426364303,22.826281957625365,0.0,14.05084144397899,2.4164665795258364,-16.467308023504827,-0.2073738568149188,-0.2073738568149188,-0.10703333504760261,0.3940282771281664,26.121656641279248,581.7070342650414,24.993434916422654,370.4846306121606,53.734349854726545,0.0009787558483324293,4.893779241662147,322.42705098312484,0.46077968951639325,BEARING,BEARING,0.2,0.8,True
0.16,0.16,AEROTWIN-4-001,IDLE,0.15,964.4274513697653,233.2710207809839,22.783513588877504,38.85597320711972,13.821978216192921,2.3967058098976306,22.637289181029168,-1.2441989642057685,-0.20698531164609144,40.514142794617676,-0.20698531164609144,26.187679702110458,579.7980522406822,24.993031558815105,370.0846847865315,53.676342512068956,0.0009769618776474124,4.884809388237063,322.42705098312484,0.3424034198880959,BEARING,BEARING,0.2,0.8,True
0.17,0.17,AEROTWIN-4-001,IDLE,0.15,970.9928768793224,291.1366678631698,22.842250291795438,30.31154161126661,14.137076022008316,2.4238705569148657,13.750595032343428,-1.4516825014841541,-0.20751892709179984,32.178261966934365,-0.20751892709179984,26.253971927428854,577.9414269852522,24.99263151386467,370.6343138971306,53.75605961901203,0.0009794289840517319,4.897144920258659,322.42705098312484,0.19210182636367096,BEARING,BEARING,0.2,0.8,True
0.18,0.18,AEROTWIN-4-001,IDLE,0.15,963.4866452908918,349.3962404759291,22.877727665048045,1.0495665755720855,14.330209980856168,2.440371270953678,-15.72101467623776,-0.2868456053939069,-0.20784123449756628,1.752094649961125,-0.20784123449756628,26.32015384870184,576.1340311149977,24.992233572699753,370.9675739124003,53.80439498510672,0.0009809310395228696,4.904655197614348,322.42705098312484,0.4435376415182829,BEARING,BEARING,0.2,0.8,True
0.19,0.19,AEROTWIN-4-001,IDLE,0.15,972.3684283270148,407.20543919338263,22.83715403700344,35.13297677630172,14.109507831584745,2.4215060533421924,18.601962891374782,36.689738869225636,-1.1418168363883714,-0.20747262826777366,-0.20747262826777366,26.385006004372748,574.3686031851046,24.991833559967464,370.58652161438494,53.74912792190716,0.0009792139570333257,4.896069785166628,322.42705098312484,0.2765439164967472,BEARING,BEARING,0.2,0.8,True
0.2,0.2,AEROTWIN-4-001,IDLE,0.15,980.4951298626789,465.54754489300353,22.88514142649169,33.83519266190927,14.370840358191195,2.4438284088118425,17.02052389490623,35.75326637721948,-1.5022565401630301,-0.20790858757359193,-0.20790858757359193,26.449954540178048,572.6511174319028,24.991436341689013,371.03733951152304,53.81451364807228,0.0009812460700482223,4.9062303502411115,322.42705098312484,0.25320345205336453,BEARING,BEARING,0.2,0.8,True
0.21,0.21,AEROTWIN-4-001,IDLE,0.15,973.455366583779,524.3772526847642,22.928805462202906,2.332263976723222,14.612056672573086,2.46425303748573,-14.744045733335593,3.169602506146984,-0.4207279898989413,-0.20830526976241043,-0.20830526976241043,26.51492706082511,570.9800516946178,24.99104173010561,371.4491101937645,53.874236044283215,0.0009831095599736436,4.915547799868219,322.42705098312484,0.4222113621144793,BEARING,BEARING,0.2,0.8,True
0.22,0.22,AEROTWIN-4-001,IDLE,0.15,980.6623611700811,582.7845746797909,22.890994940021525,31.9438408467441,14.402986499612695,2.4465601826057273,15.094294164525676,-0.20796176599655425,33.41918984119759,-0.20796176599655425,-1.059425462460385,26.578626298582233,569.3477455593597,24.990645147336835,371.09245318635925,53.82250722524317,0.0009814950820941672,4.907475410470836,322.42705098312484,0.22002825664189926,BEARING,BEARING,0.2,0.8,True
0.23,0.23,AEROTWIN-4-001,IDLE,0.15,989.7847478564462,641.6243163499958,22.929701535303682,36.18759683819287,14.617041504529881,2.464673335603158,19.10588199805983,-0.20831341047210816,38.134530152087486,-0.20831341047210816,-1.5303064929503987,26.642275670824013,567.7593357894486,24.990250897930345,371.4575764280467,53.87546396997104,0.0009831479480425058,4.915739740212529,322.42705098312484,0.2937890698407527,BEARING,BEARING,0.2,0.8,True
0.24,0.24,AEROTWIN-4-001,IDLE,0.15,983.0930310468727,701.0114012213826,22.97843246296885,3.3627511832389105,14.890249701810855,2.4876003940008298,-14.015098912572775,-0.20875612472731866,4.289701442230685,-0.20875612472731866,-0.5094380095371368,26.706031402344866,566.2145458580794,24.989859599729577,371.9189695167002,53.942383500763164,0.0009852444923790832,4.926222461895415,322.42705098312484,0.4052704286861627,BEARING,BEARING,0.2,0.8,True
0.25,0.25,AEROTWIN-4-001,IDLE,0.15,989.1150456238009,39.996983084194994,22.942714624236327,29.772851018055576,14.689590906290832,2.470782275305742,12.612477836459002,-0.20843163272337306,-0.20843163272337306,-1.0047664759831751,31.194480759485497,26.76855951517614,564.7055077963618,24.989466400707933,371.58059869305185,53.89330687324286,0.0009837060965216327,4.918530482608164,322.42705098312484,0.1813617367819543,BEARING,BEARING,0.2,0.8,True
