window_id,run_id,window_start_sim_time,window_end_sim_time,operating_mode,throttle_mean,throttle_std,throttle_min,throttle_max,rpm_mean,rpm_std,rpm_min,rpm_max,crank_angle_mean,crank_angle_std,crank_angle_min,crank_angle_max,mean_torque_mean,mean_torque_std,mean_torque_min,mean_torque_max,instant_torque_mean,instant_torque_std,instant_torque_min,instant_torque_max,instant_torque_rms,instant_torque_peak,load_torque_mean,load_torque_std,load_torque_min,load_torque_max,friction_torque_mean,friction_torque_std,friction_torque_min,friction_torque_max,net_torque_mean,net_torque_std,net_torque_min,net_torque_max,cylinder_1_torque_mean,cylinder_1_torque_std,cylinder_1_torque_min,cylinder_1_torque_max,cylinder_2_torque_mean,cylinder_2_torque_std,cylinder_2_torque_min,cylinder_2_torque_max,cylinder_3_torque_mean,cylinder_3_torque_std,cylinder_3_torque_min,cylinder_3_torque_max,cylinder_4_torque_mean,cylinder_4_torque_std,cylinder_4_torque_min,cylinder_4_torque_max,cht_mean,cht_std,cht_min,cht_max,egt_mean,egt_std,egt_min,egt_max,oil_temperature_mean,oil_temperature_std,oil_temperature_min,oil_temperature_max,oil_pressure_mean,oil_pressure_std,oil_pressure_min,oil_pressure_max,oil_pressure_psi_mean,oil_pressure_psi_std,oil_pressure_psi_min,oil_pressure_psi_max,fuel_flow_mean,fuel_flow_std,fuel_flow_min,fuel_flow_max,fuel_flow_lph_mean,fuel_flow_lph_std,fuel_flow_lph_min,fuel_flow_lph_max,fuel_pressure_mean,fuel_pressure_std,fuel_pressure_min,fuel_pressure_max,vibration_mean,vibration_std,vibration_min,vibration_max,vibration_rms,vibration_peak,degradation_type,target_component,active_severity,current_health,is_degraded
CYL1_SEV080_W0000,CYL1_SEV080,0.0,4.99,IDLE,0.14999999999999997,2.7755575615628914e-17,0.15,0.15,1087.2768270227016,47.068828458284344,911.7592179520954,1125.1057835504212,357.44223064493565,208.06313375243968,1.0431538860902947,716.0059740635943,23.47473081637428,0.24616427636882532,22.48604081632653,23.66683945315817,21.16454365968793,15.309973669468752,0.0,46.89603025207757,26.121508418976557,46.89603025207757,17.988559557864065,1.5108070352728495,12.311344529918863,19.240093602898583,2.276287564925061,0.10009196606413677,1.8849555921538759,2.356416042742261,0.8996965368988078,15.5130561059544,-21.574777352563743,29.12996407274461,3.4875973472137622,8.241122077162734,-0.9645280903112107,28.96963263770562,5.842353703799185,13.664916147970482,-1.6084092649684831,48.20320293911937,5.8501605411578,13.753319220955143,-1.607500267998924,48.2500377703718,5.97713286719238,13.816909907858108,-1.6064841527039204,48.23695872703176,31.548604545428102,2.037679560796254,25.07229836145782,33.088233012442174,516.3581535655846,19.858769677439884,508.08388885486494,617.1107142857143,24.91377065513845,0.04636946857609466,24.837342502519117,24.999579506279403,376.7665498389641,2.3919967531048085,367.3392958486187,378.66819820631764,54.645466855543695,0.34693042507681515,53.278156791291956,54.9212781314479,0.0010078995054670474,1.112514488213921e-05,0.0009648312881527473,0.0010168791339883287,5.039497527335238,0.05562572441069602,4.824156440763737,5.084395669941644,322.4270509831249,5.684341886080802e-14,322.42705098312484,322.42705098312484,0.3019618584033739,0.1311808557480778,0.06527390144490923,0.4796027278173519,0.3292254255752694,0.4796027278173519,CYLINDER,CYLINDER_1,0.8,0.19999999999999996,True
CYL1_SEV080_W0001,CYL1_SEV080,1.0,5.99,IDLE,0.14999999999999997,2.7755575615628914e-17,0.15,0.15,1109.375180348239,11.89252146922058,1060.5007454110255,1125.1057835504212,359.5733565710131,207.43392752690878,1.163722272234054,716.0059740635943,23.58946502962483,0.059205351145214226,23.346235506482955,23.66683945315817,21.20494519805535,15.38287311231485,0.0,46.92901825644385,26.196993835974958,46.92901825644385,18.7051890687146,0.4006934457682153,17.09394973000478,19.240093602898583,2.323293481790369,0.025106991543839177,2.221107567273185,2.356416042742261,0.17646264755038302,15.515678839033999,-21.58281459982454,26.133114044987618,3.5651939282883633,8.356893411640325,-0.9653537768304512,28.96963263770562,5.883217824014642,13.757411810192801,-1.6084092649684831,48.20320293911937,5.872226651889853,13.808216746161294,-1.607500267998924,48.285750715337265,5.875977228352601,13.75953171733456,-1.6064841527039204,48.23695872703176,32.58139812980637,0.7258115727078611,30.153862227028874,33.111121862020084,508.606643155518,1.2988993970834655,508.08388885486494,515.4872872027765,24.882404415873417,0.043698835351433596,24.809780404517618,24.96140308594935,377.8875273555672,0.5931585427918804,375.4675173980492,378.66819820631764,54.80805119259675,0.0860305287294489,54.457057788378265,54.9212781314479,0.0010131373097128948,2.8287029803840235e-06,0.0010016563902530769,0.0010168791339883287,5.065686548564475,0.014143514901920135,5.008281951265385,5.084395669941644,322.4270509831249,5.684341886080802e-14,322.42705098312484,322.42705098312484,0.30311729146529676,0.13307970065800487,0.06527390144490923,0.4796276325280846,0.331044255519533,0.4796276325280846,CYLINDER,CYLINDER_1,0.8,0.19999999999999996,True
CYL1_SEV080_W0002,CYL1_SEV080,2.0,6.99,IDLE,0.14999999999999997,2.7755575615628914e-17,0.15,0.15,1114.29192309887,5.53777923320507,1096.7278985085434,1125.2475321125326,359.9210774486993,207.71578937611923,1.163722272234054,719.4503922328845,23.614053224373297,0.027082738174966706,23.527826288832344,23.667526700735188,21.245757896842683,15.428628258208288,0.0,46.92901825644385,26.25690001773318,46.92901825644385,18.871838184241724,0.1874983647102618,18.28177032479038,19.244941906839742,2.3337273540159837,0.011601013217133681,2.2969815392942747,2.3567129202365185,0.04019235858497493,15.561491308552851,-21.58281459982454,25.859185270154548,3.5930208810668702,8.34419234187574,-0.9653537768304512,28.98595947783663,5.975055802526578,13.916903006286248,-1.608991449139731,48.20320293911937,5.835657472509234,13.74910110501952,-1.607500267998924,48.285750715337265,5.8323339489386745,13.779028748627992,-1.6064841527039204,48.23695872703176,32.944783810284065,0.24052920610803083,32.12728096277568,33.11833224963527,508.1268858741056,0.04906313565451992,508.08388885486494,508.4338290285031,24.852788695739445,0.04166747516331097,24.783396378390016,24.92761995732394,378.1339889377048,0.2733797270910988,377.26694783325127,378.6751796254469,54.84379748754683,0.03965044885783884,54.7180435798391,54.92229070251557,0.001014313073858417,1.3108152478826225e-06,0.0010101671547312183,0.0010169127565331432,5.0715653692920855,0.006554076239413101,5.050835773656091,5.084563782665716,322.4270509831249,5.684341886080802e-14,322.42705098312484,322.42705098312484,0.3037839028193154,0.1336666952803755,0.06527390144490923,0.4796276325280846,0.3318907124933026,0.4796276325280846,CYLINDER,CYLINDER_1,0.8,0.19999999999999996,True
CYL1_SEV080_W0003,CYL1_SEV080,3.0,7.99,IDLE,0.14999999999999997,2.7755575615628914e-17,0.15,0.15,1115.3891406525117,5.037336086351578,1103.1949954832132,1125.3564253867348,360.9549878230173,208.8561086431427,1.163722272234054,719.4503922328845,23.619393754254517,0.024658384341228284,23.559756149723114,23.668054606034975,21.29713144055538,15.450259521481847,0.0,46.92901825644385,26.311182544261154,46.92901825644385,18.908745410323263,0.17111799436728012,18.498010955213655,19.24866685815381,2.336013180595539,0.010573673561706985,2.310526195524725,2.356940985776691,0.05237284963657718,15.583898229409684,-21.58281459982454,25.859185270154548,3.5063251280579157,8.26947658973373,-0.9653537768304512,28.98595947783663,5.9920879627777035,13.88657149157319,-1.608991449139731,48.21200601596691,5.817607407568596,13.77341654473256,-1.607500267998924,48.285750715337265,5.9707214437722715,13.902574689525846,-1.6067979612983097,48.23695872703176,33.06468438364529,0.07784298410335244,32.798358604987314,33.120692002547784,508.11782920942017,0.01162922266331056,508.08412876479986,508.13009567624795,24.824537050270955,0.03984365287447046,24.758151680517795,24.895977809957678,378.1878655015926,0.2491048376995186,377.5869133844516,378.6805427320818,54.85161163661999,0.03612966745026289,54.76445074345409,54.92306855677568,0.0010145712949982246,1.1950869044547141e-06,0.0010116933534493168,0.0010169385864899736,5.072856474991123,0.005975434522273548,5.058466767246584,5.084692932449868,322.4270509831249,5.684341886080802e-14,322.42705098312484,322.42705098312484,0.30423555882840664,0.13343547452062895,0.06553210890386144,0.4796276325280846,0.3322112296659736,0.4796276325280846,CYLINDER,CYLINDER_1,0.8,0.19999999999999996,True
CYL1_SEV080_W0004,CYL1_SEV080,4.0,8.99,IDLE,0.14999999999999997,2.7755575615628914e-17,0.15,0.15,1115.6779385944678,5.015600362020045,1104.1780423343728,1125.41123762093,358.2187692422066,207.77759163536348,1.163722272234054,719.4503922328845,23.62084673756713,0.024542375047951124,23.564596812242247,23.668320315246483,21.28959046085449,15.467609726627089,0.0,46.92901825644385,26.3152733720582,46.92901825644385,18.91883047558919,0.17039163908856192,18.53099245617602,19.250541976305183,2.3366362867418666,0.01052609690983571,2.3125850840352165,2.357055784251541,0.03412369852343635,15.6014159870904,-21.58281459982454,25.8158534125898,3.5036034692144677,8.267298255979139,-0.9653537768304512,28.98595947783663,5.853228457796941,13.785376135589631,-1.608991449139731,48.21200601596691,5.952932535413456,13.877921074277639,-1.6075389377359157,48.285750715337265,5.970017155415523,13.906518873599575,-1.6067979612983097,48.25030804935756,33.1034444100916,0.024906908968619298,33.01762825844259,33.12171085101374,508.1238629315081,0.004607224756595939,508.1059258021758,508.13153005277064,24.7975198807182,0.03812518839221322,24.733998796767533,24.86585109205394,378.2025449144291,0.2479712865179171,377.63551763652384,378.68324225216423,54.85374070929897,0.03596525945398582,54.771500206966145,54.9234600897694,0.0010146417231208362,1.189777745606693e-06,0.001011925525386148,0.0010169515883988833,5.07320861560418,0.0059488887280334385,5.059627626930741,5.084757941994416,322.4270509831249,5.684341886080802e-14,322.42705098312484,322.42705098312484,0.30463064500685755,0.13340528885968483,0.06553210890386144,0.4796276325280846,0.3325609733162176,0.4796276325280846,CYLINDER,CYLINDER_1,0.8,0.19999999999999996,True
CYL1_SEV080_W0005,CYL1_SEV080,5.0,9.99,IDLE,0.14999999999999997,2.7755575615628914e-17,0.15,0.15,1115.6808056575592,5.035215315077497,1104.3652632040598,1125.41123762093,360.5907776282906,207.19766666471256,1.163722272234054,719.4503922328845,23.621025628578547,0.024498016557672173,23.56551832810516,23.668320315246483,21.22023264167196,15.439682149744993,0.0,46.92901825644385,26.24275249000825,46.92901825644385,18.92007079999439,0.17009690056249635,18.53727709963016,19.250541976305183,2.3367129663279367,0.010507435994031328,2.3129771985077556,2.357055784251541,-0.036551124650364454,15.572547323249486,-21.586375385878355,25.8158534125898,3.5859225119801375,8.34844770594023,-0.9653537768304512,28.98595947783663,5.862465791587733,13.794393023984764,-1.608991449139731,48.21200601596691,5.925380535638682,13.857447625039336,-1.6078114386032398,48.285750715337265,5.836132591783284,13.768268911006345,-1.6067979612983097,48.25030804935756,33.115849927004376,0.007956992329129692,33.08858522025341,33.12191049609757,508.1258414995173,0.002838404152872439,508.11861781682205,508.13189178842657,24.77166746123014,0.036485779556002754,24.71087186295463,24.83706048369405,378.204351584456,0.24752954837517066,377.64477331513336,378.68324225216423,54.85400274510633,0.03590119063723817,54.77284263208031,54.9234600897694,0.0010146503888471075,1.1876799035080975e-06,0.0010119697477485928,0.0010169515883988833,5.073251944235539,0.00593839951754046,5.059848738742964,5.084757941994416,322.4270509831249,5.684341886080802e-14,322.42705098312484,322.42705098312484,0.30454660537090866,0.13293929561687604,0.06553210890386144,0.47963866413844053,0.3322972933414522,0.47963866413844053,CYLINDER,CYLINDER_1,0.8,0.19999999999999996,True
CYL1_SEV080_W0006,CYL1_SEV080,6.0,10.99,TAKEOFF,0.1896,0.09454649649775503,0.15,0.546,1179.1139199568122,171.6568847143657,1104.4078210281305,1954.0322858346092,361.2263580949086,207.99860027257054,3.213115405882604,719.4503922328845,30.566068859378,16.846886546756224,23.565727783823593,96.17611160811501,27.413728394736435,27.897900219296886,0.0,179.4475652723778,39.112726076639355,179.4475652723778,21.503045232615367,7.30083932759797,18.538705832323014,58.034191239277675,2.4660858217808492,0.35242840340887627,2.313066331406057,4.092515649370186,3.4445973403402217,25.02818782454727,-57.58027071625914,123.53412499637012,4.6370241650094,12.866385796350562,-3.661259581904317,96.7021943912071,7.526058321586802,20.41532555409761,-6.37304496168478,186.62887544584498,7.69485552519757,22.284132342880888,-5.73354778624207,165.35012234843566,7.542895178798234,20.20275653663401,-5.842995075008076,157.80944415742465,34.439628441504794,3.7538788132679035,33.11105923055866,52.96390461750912,513.7599162465771,15.154260585752098,508.12023127235017,581.4766269192331,24.769285765793832,0.05719724626478242,24.710231879493485,25.067471694445654,381.1335245095016,7.925201361383668,377.6468772117055,417.1270068623812,55.27884412780911,1.1494553550523645,54.77314777703134,60.49926682130605,0.0011158745188760983,0.0002646650218052004,0.0010119798003238325,0.002322474797991773,5.579372594380491,1.323325109026002,5.059899001619163,11.612373989958867,322.31234696176705,0.5792871783865413,319.1449422125901,323.0,0.383501548558905,0.2774016787610944,0.06553210890386144,1.6941218330931518,0.4733129293887413,1.6941218330931518,CYLINDER,CYLINDER_1,0.8,0.19999999999999996,True
CYL1_SEV080_W0007,CYL1_SEV080,7.0,11.99,TAKEOFF,0.30920000000000003,0.24361806172777914,0.15,0.9460000000000001,1463.1934610617498,582.9304573454633,1104.4078210281305,3295.230229306708,360.77379542865776,208.13739392842902,3.213115405882604,719.0236623499944,52.54665530830265,44.64265128638123,23.565727783823593,169.06335890196928,47.54679460177894,62.38931273804581,0.0,309.3089535095812,78.44185120730796,309.3089535095812,37.50747083450992,33.835538771361925,18.538705832323014,165.04105544008968,3.0575234183525613,1.2149968945360052,2.313066331406057,6.9015140535179755,6.981800348916475,49.011667517395274,-147.56875261166184,186.15542730477918,7.837303482208942,24.964579445148576,-5.976159539565442,192.8569124159008,12.730277661566932,40.758215818661604,-10.224188200907122,317.1870003339452,13.66625369481547,44.78796636779569,-10.675372984247312,318.1368085517582,13.292224476725467,43.280269178049316,-10.647510871328338,318.4693663261695,43.071236688450796,18.086170534125518,33.11798037021817,99.76278966316957,540.3573358895303,54.76949521022135,508.1217949830111,701.2108442080527,24.98220036479277,0.5086080903370005,24.710231879493485,27.004117796990855,393.30361426964726,24.65753290914207,377.6468772117055,451.00000000000006,57.043969606441095,3.5762792580761484,54.77314777703134,65.41213800000001,0.001633580696486695,0.0010772692217964944,0.0010119798003238325,0.005033229242137532,8.167903482433475,5.3863461089824725,5.059899001619163,25.166146210687664,321.3728646308667,1.931344165610171,317.0,323.0,0.6369989267902884,0.6494380247618536,0.06553210890386144,2.9917203677180586,0.9096908160130877,2.9917203677180586,CYLINDER,CYLINDER_1,0.8,0.19999999999999996,True
CYL1_SEV080_W0008,CYL1_SEV080,8.0,12.99,TAKEOFF,0.46920000000000006,0.33287499155088235,0.15,0.95,1839.6915275775161,803.856434960102,1104.4078210281305,3295.230229306708,366.9199482607514,206.66216578799975,3.213115405882604,719.0236623499944,81.46051178147069,60.534657435553456,23.565727783823593,170.1268624622382,72.77114868208103,75.80229088777207,0.0,309.3089535095812,105.07914819003797,309.3089535095812,61.02615208411589,49.922218239717175,18.538705832323014,165.04105544008968,3.8451410697443853,1.6813849224392237,2.313066331406057,6.9015140535179755,7.899855528220769,55.36838295831236,-147.56875261166184,186.15542730477918,11.985891447505724,33.466604532544,-6.859925869808756,192.8569124159008,19.71157187891259,55.53760602767786,-11.311129294941917,317.1870003339452,20.778017346608298,58.615610978110574,-11.499777810968054,318.1368085517582,20.277053685073394,57.603607458923285,-11.524447334564938,320.5565262834624,58.62068912650259,31.437877710782093,33.12041005569838,115.43864275175947,585.015057148708,90.14592221791895,508.1222668330312,744.661331212214,25.74538201384423,1.558539286068518,24.710231879493485,30.12439686515701,407.86255580434994,31.877919308599992,377.6468772117055,451.00000000000006,59.155569368751316,4.623509660680727,54.77314777703134,65.41213800000001,0.002411393742641262,0.0016183414605229981,0.0010119798003238325,0.005093572989891908,12.05696871320631,8.09170730261499,5.059899001619163,25.467864949459543,320.7020442376167,2.0287313472402735,317.0,323.0,0.7804017765155478,0.7007563092233992,0.06642564867117297,2.9917203677180586,1.048850007248426,2.9917203677180586,CYLINDER,CYLINDER_1,0.8,0.19999999999999996,True
CYL1_SEV080_W0009,CYL1_SEV080,9.0,13.99,TAKEOFF,0.6292000000000001,0.3332592984449196,0.15,0.95,2216.499511813457,817.7190819413362,1104.4078210281305,3295.230229306708,374.99394386063705,206.00604101886336,3.213115405882604,719.0236623499944,110.377198066066,60.532241646950254,23.565727783823593,170.1268624622382,97.06541068995574,75.86986954831266,0.0,309.3089535095812,123.19874616930059,309.3089535095812,84.60172663929778,52.25560022826995,18.538705832323014,165.04105544008968,4.6343964343827375,1.714191475058906,2.313066331406057,6.9015140535179755,7.829287616275221,56.83318748013169,-147.56875261166184,186.15542730477918,15.94709141437117,38.723044953521615,-6.859925869808756,192.8569124159008,26.516202557493692,64.81076249438293,-11.311129294941917,317.1870003339452,27.442018858946927,67.36542423277785,-11.499777810968054,318.1368085517582,27.143153487010217,66.65869231125758,-11.524447334564938,320.5565262834624,75.22729127689323,35.27814611230794,33.121139461457105,116.44519468538917,632.8049369431245,99.56423961342955,508.1222668330312,748.1326873428494,27.11790853114221,2.7128827440542658,24.710231879493485,33.01477176628618,422.4196585555111,31.63299452053707,377.6468772117055,451.00000000000006,61.266902437574224,4.587986259269658,54.77314777703134,65.41213800000001,0.0031904892296868246,0.0016943146469745732,0.0010119798003238325,0.005093572989891908,15.952446148434124,8.471573234872867,5.059899001619163,25.467864949459543,320.0312238443667,1.897738515316117,317.0,323.0,0.8413662001970929,0.7112124619707307,0.06808502133038193,2.9917203677180586,1.1016897244217914,2.9917203677180586,CYLINDER,CYLINDER_1,0.8,0.19999999999999996,True
